input,intent,botName
Representative question about my bill,Agent transfer,Common_Dev_UNI_FEB28
Representative on my bill,Agent transfer,Common_Dev_UNI_FEB28
Representative for my bill,Agent transfer,Common_Dev_UNI_FEB28
Representative to explain my bill,Agent transfer,Common_Dev_UNI_FEB28
Representative to lower my bill,Agent transfer,Common_Dev_UNI_FEB28
Representative representative for my bill,Agent transfer,Common_Dev_UNI_FEB28
Representative balance of my bill,Agent transfer,Common_Dev_UNI_FEB28
Make a change to my bill make a change to my bill make a change to my bill,Agent transfer,Common_Dev_UNI_FEB28
Representative lowering my bill,Agent transfer,Common_Dev_UNI_FEB28
Representative due to my bill,Agent transfer,Common_Dev_UNI_FEB28
Representative can't get my bill lowered,Agent transfer,Common_Dev_UNI_FEB28
My bill is too high bill management,Agent transfer,Common_Dev_UNI_FEB28
The charge on my bill on my bill the charge on my bill,Agent transfer,Common_Dev_UNI_FEB28
Representative of my bill,Agent transfer,Common_Dev_UNI_FEB28
Customer service my bill is not the same,Agent transfer,Common_Dev_UNI_FEB28
Increase on my bill I see a increase on my bill,Agent transfer,Common_Dev_UNI_FEB28
Bill increase my my spectrum bill that was a increase in my spectrum bill,Agent transfer,Common_Dev_UNI_FEB28
Customer service my bill is incorrect,Agent transfer,Common_Dev_UNI_FEB28
My bill is incorrect billing issues,Agent transfer,Common_Dev_UNI_FEB28
My bill is incorrect customer service,Agent transfer,Common_Dev_UNI_FEB28
Customer service my bill's wrong,Agent transfer,Common_Dev_UNI_FEB28
Just trying to pay a bill customer service,Agent transfer,Common_Dev_UNI_FEB28
Customer service my bill's not right,Agent transfer,Common_Dev_UNI_FEB28
My bill is wrong customer service,Agent transfer,Common_Dev_UNI_FEB28
The bill is too high customer service,Agent transfer,Common_Dev_UNI_FEB28
My bill is too high customer representative,Agent transfer,Common_Dev_UNI_FEB28
Customer I wanna pay my bill,Agent transfer,Common_Dev_UNI_FEB28
My bill's too high customer service,Agent transfer,Common_Dev_UNI_FEB28
Customer service my bill is so high,Agent transfer,Common_Dev_UNI_FEB28
Customer service I want to pay my cable bill,Agent transfer,Common_Dev_UNI_FEB28
Customer service I need help with the bill,Agent transfer,Common_Dev_UNI_FEB28
Customer service I need to have a bill adjustment,Agent transfer,Common_Dev_UNI_FEB28
Customer service my bill is too high,Agent transfer,Common_Dev_UNI_FEB28
My bill is too high customer service,Agent transfer,Common_Dev_UNI_FEB28
Billing service I wanna pay my bill,Agent transfer,Common_Dev_UNI_FEB28
Customer service I wanna bill,Agent transfer,Common_Dev_UNI_FEB28
Customer service I can pay my bill,Agent transfer,Common_Dev_UNI_FEB28
Customer service I mean pay my bill,Agent transfer,Common_Dev_UNI_FEB28
Customer service I wanna pay a bill,Agent transfer,Common_Dev_UNI_FEB28
Customer support I need my bill,Agent transfer,Common_Dev_UNI_FEB28
The bill but I want customer service,Agent transfer,Common_Dev_UNI_FEB28
Cable bill I want customer service,Agent transfer,Common_Dev_UNI_FEB28
Customer service I wanna downsize my cable bill,Agent transfer,Common_Dev_UNI_FEB28
Customer service I wanna pay my bill,Agent transfer,Common_Dev_UNI_FEB28
Customer service I wanna go over my bill,Agent transfer,Common_Dev_UNI_FEB28
Customer service I need help with my bill,Agent transfer,Common_Dev_UNI_FEB28
Customer service I need help with paying my paying a bill,Agent transfer,Common_Dev_UNI_FEB28
Cable bill so I wanna technician customer service,Agent transfer,Common_Dev_UNI_FEB28
Customer service I wanna check my bill,Agent transfer,Common_Dev_UNI_FEB28
Want to lower my bill customer service,Agent transfer,Common_Dev_UNI_FEB28
Customer service I wanna bill pay,Agent transfer,Common_Dev_UNI_FEB28
Pay bill by I got a question customer service,Agent transfer,Common_Dev_UNI_FEB28
I need to pay bill customer service,Agent transfer,Common_Dev_UNI_FEB28
Customer service I need to pay my bill,Agent transfer,Common_Dev_UNI_FEB28
I like talk to someone about my bill,Agent transfer,Common_Dev_UNI_FEB28
Customer service I wanna pay bill,Agent transfer,Common_Dev_UNI_FEB28
Pay bill I need a customer service rep,Agent transfer,Common_Dev_UNI_FEB28
Customer service I want to pay my bill,Agent transfer,Common_Dev_UNI_FEB28
Need to lower my bill customer service,Agent transfer,Common_Dev_UNI_FEB28
I like to speak to somebody about a question about my bill,Agent transfer,Common_Dev_UNI_FEB28
How do your cutting out pay bill customer service,Agent transfer,Common_Dev_UNI_FEB28
Customer service I want an adjustment on my bill,Agent transfer,Common_Dev_UNI_FEB28
I like to talk to somebody about my bill,Agent transfer,Common_Dev_UNI_FEB28
I like to speak with someone about my bill,Agent transfer,Common_Dev_UNI_FEB28
I just I just like to talk to somebody about my bill,Agent transfer,Common_Dev_UNI_FEB28
Need to pay my bill customer service,Agent transfer,Common_Dev_UNI_FEB28
Want to pay a bill customer service,Agent transfer,Common_Dev_UNI_FEB28
I like to speak to someone about my bill,Agent transfer,Common_Dev_UNI_FEB28
I like to speak to someone about my phone bill,Agent transfer,Common_Dev_UNI_FEB28
I like to speak to someone about paying my bill,Agent transfer,Common_Dev_UNI_FEB28
I like to speak to somebody about my bill,Agent transfer,Common_Dev_UNI_FEB28
I like to speak to someone about my cable bill,Agent transfer,Common_Dev_UNI_FEB28
I just like to talk to someone about my bill,Agent transfer,Common_Dev_UNI_FEB28
I like to speak to someone about billing,Agent transfer,Common_Dev_UNI_FEB28
I like to talk to someone about my bill disconnect,Agent transfer,Common_Dev_UNI_FEB28
I just like to speak to somebody about my bill,Agent transfer,Common_Dev_UNI_FEB28
I like to speak to a live person to discuss my bill,Agent transfer,Common_Dev_UNI_FEB28
I like to like to speak to someone about my bill,Agent transfer,Common_Dev_UNI_FEB28
I like to talk to somebody about billing,Agent transfer,Common_Dev_UNI_FEB28
I like to talk to someone regarding my bill,Agent transfer,Common_Dev_UNI_FEB28
I like to talk to someone about extension for my bill,Agent transfer,Common_Dev_UNI_FEB28
I like to talk to somebody about my phone bill,Agent transfer,Common_Dev_UNI_FEB28
I just like to talk to a human about billing,Agent transfer,Common_Dev_UNI_FEB28
Customer service speak about my bill,Agent transfer,Common_Dev_UNI_FEB28
I like to talk to someone about my bill,Agent transfer,Common_Dev_UNI_FEB28
I like to speak with someone about my cable bill,Agent transfer,Common_Dev_UNI_FEB28
I just like to speak to someone about my bill at all,Agent transfer,Common_Dev_UNI_FEB28
I like to talk to someone to pay my bill,Agent transfer,Common_Dev_UNI_FEB28
Review my bill customer service,Agent transfer,Common_Dev_UNI_FEB28
I like to speak to someone about my billing,Agent transfer,Common_Dev_UNI_FEB28
I like to ask somebody on my billing,Agent transfer,Common_Dev_UNI_FEB28
I like to talk to someone in customer service about my bill,Agent transfer,Common_Dev_UNI_FEB28
Customer discuss my bill,Agent transfer,Common_Dev_UNI_FEB28
Customer service discuss my bill,Agent transfer,Common_Dev_UNI_FEB28
I like to talk to someone about my bill billing,Agent transfer,Common_Dev_UNI_FEB28
I like to talk to someone in billing,Agent transfer,Common_Dev_UNI_FEB28
I like to speak to someone about my service and bill,Agent transfer,Common_Dev_UNI_FEB28
Customer service review my bill,Agent transfer,Common_Dev_UNI_FEB28
Representative regarding my bill,Agent transfer,Common_Dev_UNI_FEB28
Speak about my bill customer service,Agent transfer,Common_Dev_UNI_FEB28
Discuss my bill customer service,Agent transfer,Common_Dev_UNI_FEB28
My bill speak to customer service,Agent transfer,Common_Dev_UNI_FEB28
Speak to customer service my bill,Agent transfer,Common_Dev_UNI_FEB28
Representative about lowering my bill,Agent transfer,Common_Dev_UNI_FEB28
Discuss my bill customer customer service,Agent transfer,Common_Dev_UNI_FEB28
My bill talk to customer service,Agent transfer,Common_Dev_UNI_FEB28
My bill speak with customer service,Agent transfer,Common_Dev_UNI_FEB28
Representative to speak about my bill,Agent transfer,Common_Dev_UNI_FEB28
I like to speak with someone in billing,Agent transfer,Common_Dev_UNI_FEB28
Representative to discuss my bill,Agent transfer,Common_Dev_UNI_FEB28
Representative in regards to my bill,Agent transfer,Common_Dev_UNI_FEB28
Representative questions about my bill,Agent transfer,Common_Dev_UNI_FEB28
Representative regarding reducing my monthly bill,Agent transfer,Common_Dev_UNI_FEB28
I just said I like to speak to somebody in billing,Agent transfer,Common_Dev_UNI_FEB28
Rep in regards to reducing my bill,Agent transfer,Common_Dev_UNI_FEB28
Representative about my increased bill,Agent transfer,Common_Dev_UNI_FEB28
Representative to talk about lowering my bill,Agent transfer,Common_Dev_UNI_FEB28
I like to speak to somebody in billing,Agent transfer,Common_Dev_UNI_FEB28
Service on my my billing,Agent transfer,Common_Dev_UNI_FEB28
Representative in connection with my bill,Agent transfer,Common_Dev_UNI_FEB28
Representative about reducing my bill,Agent transfer,Common_Dev_UNI_FEB28
Representative concerning my bill,Agent transfer,Common_Dev_UNI_FEB28
I like to speak to someone in billing,Agent transfer,Common_Dev_UNI_FEB28
Customer service bill balance,Agent transfer,Common_Dev_UNI_FEB28
I just like to speak to somebody in billing,Agent transfer,Common_Dev_UNI_FEB28
I like I like to speak to someone in somebody in billing,Agent transfer,Common_Dev_UNI_FEB28
I like to talk to somebody in billing,Agent transfer,Common_Dev_UNI_FEB28
Service to I need billing,Agent transfer,Common_Dev_UNI_FEB28
Customer service billing bill,Agent transfer,Common_Dev_UNI_FEB28
Service on my billing,Agent transfer,Common_Dev_UNI_FEB28
Customer service bill extension,Agent transfer,Common_Dev_UNI_FEB28
Customer service bill,Agent transfer,Common_Dev_UNI_FEB28
Representative customer service bill,Agent transfer,Common_Dev_UNI_FEB28
None my phone customer service billing,Agent transfer,Common_Dev_UNI_FEB28
Service my billing,Agent transfer,Common_Dev_UNI_FEB28
Customer service bill charge,Agent transfer,Common_Dev_UNI_FEB28
Customer service why is my bill,Agent transfer,Common_Dev_UNI_FEB28
Customer service bills,Agent transfer,Common_Dev_UNI_FEB28
Customer care bill,Agent transfer,Common_Dev_UNI_FEB28
Customer service reference bill,Agent transfer,Common_Dev_UNI_FEB28
My bill put me to customer service,Agent transfer,Common_Dev_UNI_FEB28
My bill went up customer service,Agent transfer,Common_Dev_UNI_FEB28
Customer service bill emergency,Agent transfer,Common_Dev_UNI_FEB28
Customer service account bill,Agent transfer,Common_Dev_UNI_FEB28
Customer support bill,Agent transfer,Common_Dev_UNI_FEB28
Customer service why my bill keeps changing,Agent transfer,Common_Dev_UNI_FEB28
They raised my bill customer service,Agent transfer,Common_Dev_UNI_FEB28
Customer service you raised my bill,Agent transfer,Common_Dev_UNI_FEB28
Current bill representative representative,Agent transfer,Common_Dev_UNI_FEB28
Representative bill billing,Agent transfer,Common_Dev_UNI_FEB28
Late bill representative,Agent transfer,Common_Dev_UNI_FEB28
Bill spectrum bill representative,Agent transfer,Common_Dev_UNI_FEB28
If my billing is paid or not,Balance Inquiry,Billing_Dev_UNI_FEB28
Balance on Wi-Fi bill,Balance Inquiry,Billing_Dev_UNI_FEB28
My balance for billing information please,Balance Inquiry,Billing_Dev_UNI_FEB28
Whether my bill is paid,Balance Inquiry,Billing_Dev_UNI_FEB28
Total amount on billing,Balance Inquiry,Billing_Dev_UNI_FEB28
I should be clear,Balance Inquiry,Billing_Dev_UNI_FEB28
Just making sure that i dont have a balance,Balance Inquiry,Billing_Dev_UNI_FEB28
after my last payment i should be good now,Balance Inquiry,Billing_Dev_UNI_FEB28
What's my current account payment balance?,Balance Inquiry,Billing_Dev_UNI_FEB28
If I owe bill,balance inquiry,Billing_Dev_UNI_FEB28
I just received my bill today and it says there's a remaining balance of thirty dollars and I paid that last month I shouldn't have any balance at all,balance inquiry,Billing_Dev_UNI_FEB28
Wondering if I paid my bill,balance inquiry,Billing_Dev_UNI_FEB28
Add my bill been paid,balance inquiry,Billing_Dev_UNI_FEB28
Balance my bill bitch,balance inquiry,Billing_Dev_UNI_FEB28
Is my account balanced after recent payments?,Balance Inquiry,Billing_Dev_UNI_FEB28
Is my account balance zero after payments?,Balance Inquiry,Billing_Dev_UNI_FEB28
Am I all cleared with my payments?,Balance Inquiry,Billing_Dev_UNI_FEB28
What is my balance now,Balance Inquiry,Billing_Dev_UNI_FEB28
I dont have a balance right,Balance Inquiry,Billing_Dev_UNI_FEB28
Can you check if my last payment cleared my balance?,Balance Inquiry,Billing_Dev_UNI_FEB28
Can you give me my latest payment balance?,Balance Inquiry,Billing_Dev_UNI_FEB28
Have my payments covered everything?,Balance Inquiry,Billing_Dev_UNI_FEB28
What's my account showing post my last payment?,Balance Inquiry,Billing_Dev_UNI_FEB28
Any balance left after my payments?,Balance Inquiry,Billing_Dev_UNI_FEB28
Is my account clear post the last payment?,Balance Inquiry,Billing_Dev_UNI_FEB28
What's my balance post recent payments?,Balance Inquiry,Billing_Dev_UNI_FEB28
Need a current check on my payment account.,Balance Inquiry,Billing_Dev_UNI_FEB28
Has my recent payment settled my account?,Balance Inquiry,Billing_Dev_UNI_FEB28
